index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
3	0.7500	2	0.5000	180	34	ɔ	-	tɕʰ	∅	⁵⁵	∅	∅	U	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	35	a	-	ts	∅	³⁵	∅	∅	A	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	36	a	-	ts	∅	³⁵	∅	∅	A	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	37	ɛ̃	-	tɕʰ	∅	⁵⁵	∅	∅	E	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	38	a	-	d	∅	⁵⁵	∅	∅	A	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅																							39	ɛ	w	tɕʰ	∅	⁵⁵	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	40	a	-	ts	∅	⁵⁵	∅	∅	A	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅																						
4	1.0000	1	0.2500	180	34	⁵⁵	ɔ	-	tɕʰ	∅	∅	∅	_	U	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	35	³⁵	a	-	ts	∅	∅	∅	_	A	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	36	³⁵	a	-	ts	∅	∅	∅	_	A	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	37	⁵⁵	ɛ̃	-	tɕʰ	∅	∅	∅	_	E	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	38	⁵⁵	a	-	d	∅	∅	∅	_	A	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							39	⁵⁵	ɛ	w	tɕʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	40	⁵⁵	a	-	ts	∅	∅	∅	_	A	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅																						
1	0.3333	3	1.0000	183																																																																																									41	tɕ	∅	∅	∅	ã	³¹	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																																													42	tɕʰ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	183																																																																																									41	ã	tɕ	∅	∅	³¹	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													42	i	tɕʰ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	183																																																																																									41	³¹	ã	tɕ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													42	³¹	i	tɕʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.3333	3	1.0000	195	43	t	∅	∅	∅	ɔ	³⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	44	t	∅	∅	∅	ɔu	³⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	45	t	∅	∅	∅	o	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	46	t	∅	∅	∅	u	⁵⁵	∅	T	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							47	t	∅	∅	∅	ɔ	³⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													48	t	∅	∅	∅	ɔ	³⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	195	43	ɔ	t	∅	∅	³⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	44	ɔu	t	∅	∅	³⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	45	o	t	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	46	u	t	∅	∅	⁵⁵	∅	∅	Y	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							47	ɔ	t	∅	∅	³⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													48	ɔ	t	∅	∅	³⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	195	43	³⁵	ɔ	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	44	³⁵	ɔu	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	45	⁵⁵	o	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	46	⁵⁵	u	t	∅	∅	∅	∅	_	Y	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							47	³⁵	ɔ	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													48	³⁵	ɔ	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	214	49	x	∅	∅	∅	-	ɔ	³¹	G	∅	∅	∅	_	U	_	3	∅	∅	∅	0	7	0																							50	x	∅	∅	∅	-	u	³¹	G	∅	∅	∅	_	Y	_	3	∅	∅	∅	0	7	0	51	x	∅	∅	∅	-	ɔ	³³	G	∅	∅	∅	_	U	_	3	∅	∅	∅	0	7	0	52	x	∅	∅	∅	-	ẽ	⁵⁵	G	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	53	x	∅	∅	∅	-	a	⁴²	G	∅	∅	∅	_	A	_	3	∅	∅	∅	0	7	0	54	x	∅	∅	∅	w	e	³³	G	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0																																												
2	0.5000	3	0.7500	214	49	-	x	∅	∅	ɔ	³¹	∅	_	G	∅	∅	U	_	∅	0	3	∅	∅	7	0	∅																							50	-	x	∅	∅	u	³¹	∅	_	G	∅	∅	Y	_	∅	0	3	∅	∅	7	0	∅	51	-	x	∅	∅	ɔ	³³	∅	_	G	∅	∅	U	_	∅	0	3	∅	∅	7	0	∅	52	-	x	∅	∅	ẽ	⁵⁵	∅	_	G	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	53	-	x	∅	∅	a	⁴²	∅	_	G	∅	∅	A	_	∅	0	3	∅	∅	7	0	∅	54	w	x	∅	∅	e	³³	∅	W	G	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	214	49	ɔ	-	x	∅	³¹	∅	∅	U	_	G	∅	_	∅	∅	7	0	3	∅	0	∅	∅																							50	u	-	x	∅	³¹	∅	∅	Y	_	G	∅	_	∅	∅	7	0	3	∅	0	∅	∅	51	ɔ	-	x	∅	³³	∅	∅	U	_	G	∅	_	∅	∅	7	0	3	∅	0	∅	∅	52	ẽ	-	x	∅	⁵⁵	∅	∅	E	_	G	∅	_	∅	∅	7	0	3	∅	0	∅	∅	53	a	-	x	∅	⁴²	∅	∅	A	_	G	∅	_	∅	∅	7	0	3	∅	0	∅	∅	54	e	w	x	∅	³³	∅	∅	E	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅																																												
4	1.0000	1	0.2500	214	49	³¹	ɔ	-	x	∅	∅	∅	_	U	_	G	∅	∅	∅	0	7	0	3	∅	∅	∅																							50	³¹	u	-	x	∅	∅	∅	_	Y	_	G	∅	∅	∅	0	7	0	3	∅	∅	∅	51	³³	ɔ	-	x	∅	∅	∅	_	U	_	G	∅	∅	∅	0	7	0	3	∅	∅	∅	52	⁵⁵	ẽ	-	x	∅	∅	∅	_	E	_	G	∅	∅	∅	0	7	0	3	∅	∅	∅	53	⁴²	a	-	x	∅	∅	∅	_	A	_	G	∅	∅	∅	0	7	0	3	∅	∅	∅	54	³³	e	w	x	∅	∅	∅	_	E	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅																																												
1	0.3333	3	1.0000	215	55	kʰ	∅	∅	∅	ɯ	³³	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							56	kʰ	∅	∅	∅	ɯ	³³	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	57	kʰ	∅	∅	∅	ɯ	⁴⁴	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							58	kʰ	∅	∅	∅	ɯ	³³	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	59	kʰ	∅	∅	∅	ou	³³	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	215	55	ɯ	kʰ	∅	∅	³³	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							56	ɯ	kʰ	∅	∅	³³	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	57	ɯ	kʰ	∅	∅	⁴⁴	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							58	ɯ	kʰ	∅	∅	³³	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	59	ou	kʰ	∅	∅	³³	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	215	55	³³	ɯ	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							56	³³	ɯ	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	57	⁴⁴	ɯ	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							58	³³	ɯ	kʰ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	59	³³	ou	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	218																																																																																									60	ts	∅	∅	∅	ẽ	⁵⁵	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																																													61	tɕʰ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	62	ts	∅	∅	∅	ɿ	⁴⁴	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	218																																																																																									60	ẽ	ts	∅	∅	⁵⁵	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																													61	i	tɕʰ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	62	ɿ	ts	∅	∅	⁴⁴	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	218																																																																																									60	⁵⁵	ẽ	ts	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													61	³¹	i	tɕʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	62	⁴⁴	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	253	63	j	∅	∅	∅	ɯ	⁴⁴	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅	64	j	∅	∅	∅	ɯ̃	⁴⁴	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅	65	j	∅	∅	∅	ɯ̃	⁴⁴	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																																																																									66	j	∅	∅	∅	ɯ	⁴⁴	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	253	63	ɯ	j	∅	∅	⁴⁴	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	64	ɯ̃	j	∅	∅	⁴⁴	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	65	ɯ̃	j	∅	∅	⁴⁴	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																									66	ɯ	j	∅	∅	⁴⁴	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	253	63	⁴⁴	ɯ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	64	⁴⁴	ɯ̃	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	65	⁴⁴	ɯ̃	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																									66	⁴⁴	ɯ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	272	67	p	∅	∅	∅	ɯ	³¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	68	p	∅	∅	∅	ɯ	²¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	69	p	∅	∅	∅	o	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													70	p	∅	∅	∅	ɯ	³¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	71	p	∅	∅	∅	ou	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	72	p	∅	∅	∅	ɯ	³¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	73	p	∅	∅	∅	ɯ	³¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	272	67	ɯ	p	∅	∅	³¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	68	ɯ	p	∅	∅	²¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	69	o	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													70	ɯ	p	∅	∅	³¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	71	ou	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	72	ɯ	p	∅	∅	³¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	73	ɯ	p	∅	∅	³¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	272	67	³¹	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	68	²¹	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	69	²¹	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													70	³¹	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	71	²¹	ou	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	72	³¹	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	73	³¹	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	273																							74	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	75	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	76	ts	∅	∅	∅	ɿ	⁴⁴	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	77	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							78	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	273																							74	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	75	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	76	ɿ	ts	∅	∅	⁴⁴	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	77	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							78	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	273																							74	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	75	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	76	⁴⁴	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	77	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							78	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	294	79	p	∅	∅	∅	e	³³	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							80	p	∅	∅	∅	e	³³	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	294	79	e	p	∅	∅	³³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							80	e	p	∅	∅	³³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	294	79	³³	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							80	³³	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																																																																				
1	0.3333	3	1.0000	295	81	s	∅	∅	∅	e	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																									82	s	∅	∅	∅	e	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	295	81	e	s	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									82	e	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	295	81	⁴⁴	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									82	⁴²	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																		
1	0.3333	3	1.0000	296	83	p	∅	∅	∅	ɯ	⁴⁴	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	84	p	∅	∅	∅	ɯ	⁴⁴	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							85	p	∅	∅	∅	i	³³	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	86	p	∅	∅	∅	ɯ	⁵⁵	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																																																			87	p	∅	∅	∅	ɯ	⁴⁴	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	296	83	ɯ	p	∅	∅	⁴⁴	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	84	ɯ	p	∅	∅	⁴⁴	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							85	i	p	∅	∅	³³	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	86	ɯ	p	∅	∅	⁵⁵	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			87	ɯ	p	∅	∅	⁴⁴	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	296	83	⁴⁴	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	84	⁴⁴	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							85	³³	i	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	86	⁵⁵	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			87	⁴⁴	ɯ	p	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	299																																													88	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	89	tɕ	∅	∅	∅	i	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																																									90	tɕʰ	∅	∅	∅	ɯ	⁵⁵	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	299																																													88	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	89	i	tɕ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																									90	ɯ	tɕʰ	∅	∅	⁵⁵	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	299																																													88	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	89	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																									90	⁵⁵	ɯ	tɕʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
